place_id,name,rating,user_ratings_total
ChIJB5y6uPw2aDQR6RcKYXfyjns,Shabu Shabu,4.2,4673
ChIJ02JoJTo2aDQRAduTuGRd6lc,Ding Sheng Shi Li,4.2,5362
ChIJGSYvLP02aDQRBeOqCunis1o,美味霖複合式早餐,4.3,3
ChIJMzyYMKc3aDQRCtt7xoGVKC0,興隆小吃店,4.3,6
ChIJHa19VkU3aDQRQPbyaOiklU8,蛋白盒子健康低卡餐盒-竹北嘉豐店,4.3,13
ChIJs5oyxmE3aDQRf_n2BXfX0Pw,戰 鬥 雞 油雞/醉雞 輕食餐盒-竹北勝利店,4.3,13
ChIJI6LRWm83aDQRVic_vd-yT00,炙肉直火｜ForMeat,4.3,18
ChIJlxu6Yls3aDQRVeIDpkUmVh4,口福自助餐,4.3,18
ChIJcyB5AyE3aDQRRe00zc3LhVE,借問酸辣粉 (外帶店),4.3,30
ChIJhwlgGwQ3aDQRnAXUFi2akJo,熊之咖哩,4.3,33
ChIJH3WFWKU3aDQRRD_RG5Mh9BE,16烤魚,4.3,65
ChIJpfyHknA3aDQRBn0guYqCLJE,大叔弁當勝利店,4.3,87
ChIJ210ThhU3aDQR-8RioPzDZwU,Kao Pu Ting,4.3,94
ChIJaWG4qzM2aDQRMF5sOu3MYsU,酩家小館,4.3,106
ChIJTdgn3AM3aDQRg-otKH7ozLQ,林媽媽早餐店,4.3,110
ChIJIa2Jbrg3aDQRqzWxrjscfNg,蘭英拌麵所 LAN YING NOODLES,4.3,113
ChIJZSh1flo3aDQRk4aTA6ldVwE,極鮮香小饌,4.3,114
ChIJZ3eOtek2aDQRHtY2Bcgi2MM,房角石 麵包 咖啡 手作,4.3,118
ChIJmW-Dbd02aDQRsHN3Uy1JwZA,Hong Ya Hamburger,4.3,146
ChIJeVU91zs2aDQRuyEtQ64JyoM,Pane e Vino,4.3,158
ChIJzQ5JSeNHaDQRrJLymG7vI-Y,川湘匯館,4.3,165
ChIJUZmRABk3aDQR25ZYOC6MwP8,瑪希妲韓式餐酒館,4.3,181
ChIJL4p4Ifw2aDQRxO5KWCHzY1c,有閑rhiu'han,4.3,188
ChIJL_00W1Y2aDQR4HgBCtVJgCw,柚子豬 廚房Coffee & Food,4.3,190
ChIJj5mBJlE3aDQRLaBvrcZSlek,新竹吳家鴨香飯-勝利店,4.3,205
ChIJNQaEOpg3aDQR3C-dQ0WbtmI,Meat K Original,4.3,269
ChIJrXNBlTo2aDQRT4CkNFn7Bgg,新竹老爺明宮粵菜廳,4.3,272
ChIJrTaQ8UY3aDQRdmyM03Ezcvw,Aspoon Aspoon Cafe阿本 紅蔘咖啡館,4.3,287
ChIJXcEUgec2aDQRet70KE34x9A,三年二班 羊肉爐 薑母鴨,4.3,288
ChIJyRZ4Lao3aDQRnzsdl3XXUQk,公園前串燒-嘉豐南店,4.3,325
ChIJkTEovuQ2aDQRgWmcC1P5-YI,角落義式廚坊,4.3,327
ChIJZWH03Ko3aDQRWc7jQLtD20k,Coconut Tree,4.3,336
ChIJHea9nPg2aDQRBgzdRyClGWM,She's愛杏食,4.3,352
ChIJZWjRFVQ3aDQRQulefdI3PTw,Cometrue 成真咖啡 竹北文興店（外帶自取享9折優惠）,4.3,358
ChIJ-e12Xzw2aDQRdbEAFLBKKWk,木易師傅壞饅頭,4.3,397
ChIJtWcBk-s2aDQR15jU93vX-Tk,老洄味麻辣鴛鴦鍋（原竹北齊味）,4.3,406
ChIJtbN8bgw3aDQRhd3TRWOt-ys,拾月早午餐,4.3,413
ChIJu4wxjVU2aDQR1ldZ-I82s68,東小食,4.3,438
ChIJDSkCNqc3aDQRYzD1qyE4psI,ㄚ祥薑母鴨,4.3,456
ChIJY1iK1Bc2aDQRki5FUaDX64Y,新天地美食館,4.3,495
ChIJvZrcmAI3aDQRAxeZziNXObA,Toscanini Zhubei Branch,4.3,507
ChIJ0dOSluQ2aDQR6Wbs2GhzjdI,活力女孩早午餐,4.3,545
ChIJebG3TOs2aDQRHut30as0RPk,如聞心齋,4.3,579
ChIJgZCGlS42aDQRHm4Hu9gswJw,Vanessa Cafe,4.3,595
ChIJe2Kmluo3aDQRzkbSHI1Hl-8,Sauté Restaurant 索鉄,4.3,634
ChIJKWEBrFc2aDQRNyZNBNTjsno,DR.INK 達墨餐酒館,4.3,732
ChIJ-5gOueQ2aDQRrzZlPU7PVeU,好煮藝風味小館,4.3,746
ChIJ6dFpxFg3aDQReHFnl2Pdbiw,5Star Limit Pot,4.3,762
ChIJvbj9QC83aDQRmY71AQoCQkY,木木食堂,4.3,769
ChIJ911-ou42aDQRrHyC_L06TGM,箶同燒肉夜食-胡同燒肉7號店,4.3,826
ChIJhzbTaTA2aDQRMtzxSQzWNzI,麻子辣蒙古麻辣燙,4.3,987
ChIJhbMgG6o3aDQRkiahcwv_szw,劉震川韓潮吧 新竹六家店,4.3,1131
ChIJhfB2T1Y2aDQRcxljcjC5h9U,沐府,4.3,1297
ChIJffG8Ajs2aDQRHm2Ugw-yK1g,Chuan-Jia Hakka Restaurant,4.3,1361
ChIJkQzSS-k2aDQR27eXHGgSblA,頂廂園,4.3,1525
ChIJH_z4nvw2aDQR37QgywYDvRs,老乾杯 新竹喜來登店,4.3,1534
ChIJn6xpT6o3aDQRppI1YMPO9Pc,廢材串燒酒場Skewers & Beer 高鐵店,4.3,1562
ChIJwQNKblU2aDQRVPGl7z7LaOg,Zebra Salsa,4.3,1982
ChIJcftWbs41aDQR0sq5p61AwK4,竹美私房料理 關新店,4.3,2338
ChIJk2H_lHM2aDQRxVC6e5J8T4o,非常食鍋韓國料理-新竹金山,4.3,2401
ChIJVdiW9FU2aDQR4nGqmv1OSbc,Sunny Lulu,4.3,2729
ChIJk2mE3fo2aDQRlYGXqgMZ2kk,陶板屋 竹北光明店,4.3,2730
ChIJkwb0QDk2aDQRIy0AgTWYBYI,SECOND FLOOR CAFE Hsinchu Branch,4.3,4726
ChIJabryH1g2aDQR7x0un0zdfSQ,Zhudong The Chiu's Crispy Sparerib Soup Noodles, Zhubei Branch,4.3,4801
ChIJ3fqgLa03aDQRm2uQI97wkpw,胖飽快餐,4.4,5
ChIJIdR7d-E2aDQRIbaFZpX6I2U,善食坊,4.4,16
ChIJzaQEeo03aDQR9U0AvU2sGQQ,MERRY CAFE 洋食專賣店,4.4,22
ChIJl3rKzN82aDQRFDHsSkHy3lc,自然概念有機生活館,4.4,25
ChIJS4Cfj-I2aDQRYGgFWK57QTM,Bento,4.4,29
ChIJPxqP7aM3aDQRbri9BD6sZX4,樂Fit 健身健康餐飲（竹北店）,4.4,49
ChIJL-aeiqQ3aDQREQW28FL3mWw,粿人KUEH粿物製販所,4.4,53
ChIJTQCVXzg2aDQRSiG1ymSzauc,美味霖早餐/簡餐,4.4,68
ChIJueoMiJA3aDQR-angk8u8zvE,Rick Papa bun小私廚,4.4,80
ChIJgZlQUnU3aDQRCQGZSSb_yeg,平。日式食堂,4.4,87
ChIJY-M78xQ3aDQRIMiTWKalb3o,獅子吼嫩仙草關新店,4.4,122
ChIJ17JILd83aDQRlyn9-L_zHPc,101麵食館,4.4,134
ChIJSxAorDM3aDQRx9mMURInxVI,Sun's Dish Cafe & Restaurant,4.4,137
ChIJG6SBzY83aDQRheoYUWUMa8g,Xinpu Dumpling Restaurant,4.4,157
ChIJ3Yh4f1s3aDQRQHwR6RaqQBI,Xin Fangmei Breakfast Restaurant,4.4,173
ChIJaWDgDes2aDQRkjB0Q-PzO0M,莫內花園,4.4,195
ChIJY2rJJ1g3aDQRqaOwU2D3zIc,台灣壹碳烤 竹北高鐵店,4.4,195
ChIJadcfWi42aDQREy36MskLdxQ,阿Q雞排,4.4,200
ChIJBS40X6xMaDQRvpP9fxSlKgw,豬食堂 創意料理--寵物友善餐廳,4.4,209
ChIJka6cEWM3aDQRA4weHwx92F0,蒸饗宴活體海鮮-竹北勝利店,4.4,243
ChIJT7Z_-Vc2aDQRcO8cbXnGeVg,六家橋頭早餐,4.4,265
ChIJYfg8NzA2aDQR1M64uaQdr78,Simply Thai,4.4,285
ChIJFUGwLVQ2aDQReVcf-5MkAj8,德緣素膳坊,4.4,304
ChIJWamX09w3aDQRpO1GUr7QtCw,Chonky Diner 肥貓漢堡,4.4,326
ChIJ4XH4X_c2aDQRHJmDIA1qmKc,Jeat Cafe,4.4,372
ChIJR9lMSYo3aDQRspHJHR3c_zI,雄欣現流鮮魚湯,4.4,388
ChIJ0WIqwjk2aDQRYlTylRaD7Dc,幸福冰舖~傳統剉冰/豆花/甜湯/飲品/熱壓吐司/冬季（10-4月）限定鹹湯圓、麵食,4.4,392
ChIJ_zywZDc3aDQRRW0TKgfkqlU,青川麻辣燙,4.4,407
ChIJE_RGTeQ2aDQRKBaqueC9_30,三媽臭臭鍋勝利店,4.4,419
ChIJo_8bUjg2aDQR0sUi5SX21rI,Jess 161 beer cafe,4.4,450
ChIJ0Ws9zGY3aDQRoHVGJkIyQRE,平成炭火燒肉,4.4,455
ChIJoXVEmes2aDQROD4Jcux_zjY,川之宴麻辣鴛鴦鍋,4.4,461
ChIJA8cxkuY2aDQRkTezAc7K7Sc,Fresh food wine eighteen living room,4.4,513
ChIJC2TScPk2aDQR18ZlbGw9v4Q,烤第一 竹北總店/新竹宵夜 竹北美食 竹北宵夜 竹北碳烤 竹北串燒,4.4,692
ChIJXY2FdoU3aDQRsB_P2SYzKw4,Jhujian Zhubei Aikou Branch,4.4,722
ChIJE6DsGUEdaDQRjpJ2KtG5fFI,宥福精緻素食,4.4,733
ChIJwWdPKo43aDQRDQPseA9kMyc,TGB很牛炭燒牛排 竹北勝利店,4.4,747
ChIJWW9Grag3aDQRYQrpmIt7NV0,Burning steak house,4.4,939
ChIJNdqcb1U2aDQRLhR57NEY9fg,好旬日食。,4.4,1015
ChIJ6z82TPg2aDQRD2ov-mygBl0,帝王食補 新竹自強店,4.4,1027
ChIJ93F6anI3aDQRTo6Jy4VZrcE,LAZO Steak House,4.4,1064
ChIJN6KSZNU3aDQRWy7pYlcNm2Q,The Fun 樂房早午餐,4.4,1214
ChIJn2Jgrqs3aDQRZ3QzIrgPdSA,Family Pizza,4.4,1488
ChIJRTmW9QA3aDQRULFpEdWHUk0,Bistro302 原味料理餐廳,4.4,1525
ChIJNdqcb1U2aDQRueGw71POBlI,紅倉庫歐陸廚房,4.4,1583
ChIJW3T_1es2aDQRR3EYh3rXp2E,Cheng Jia Restaurant,4.4,2096
ChIJrdgFR_c2aDQR0VZ8xXLwoPs,Motode Sushi,4.4,2202
ChIJk_Ygk5Q2aDQRjcgCxWgqQYM,CHAMONIX Zhubei Guangming Branch,4.4,3212
ChIJ9WucnFQ2aDQRPvMrPUDoiCw,閑坐咖啡,4.5,13
ChIJse6bxC42aDQR5PnxR2C5m34,哈特花園咖啡,4.5,22
ChIJVfQKIHQ3aDQRo9fw-VYrsTQ,Ted蔥抓餅,4.5,22
ChIJbVfhsU03aDQR_gW6oRxBrXw,香廚滷味,4.5,30
ChIJH4CRijg2aDQRGbU7t4Mqzy0,鼎上海-小籠包/生煎包/鍋貼/蒸餃,4.5,39
ChIJIY2G6Yw3aDQR2SKty396zn0,東海小吃麵店,4.5,95
ChIJA2VZdFc2aDQRszAfyFvtNjs,早安美芝城,4.5,104
ChIJIcz1byU3aDQRTXQVPWbINkQ,尋遇精靈的＋（有藝思藝術餐廳）,4.5,108
ChIJ46q-Ajg3aDQRahozpcJOLTo,82年餐酒館-竹北在地推薦餐廳|聚餐餐廳|人氣餐廳|必吃餐酒館|網美餐酒館|人氣酒吧,4.5,119
ChIJBeKcvtQ3aDQROeSLrxTwCyM,SICO料理所- 竹北高鐵店,4.5,122
ChIJu2quvhk3aDQRTENCITGrkVM,山也餐盒,4.5,123
ChIJJfMjQTw2aDQR1Wftp_LGOL0,荷田田,4.5,128
ChIJHVeSo_I3aDQRhP8i5e-I57U,烤醬第一魂/竹北美食/竹北外送美食/竹北小吃/竹北宵夜/竹北烤肉/竹北燒烤,4.5,153
ChIJmyj7JcQ3aDQRS0Uc_9aqs-Y,野樂蝦啤,4.5,154
ChIJcx87Fjg3aDQR0h4thAk8mZE,昌茂新埔板條,4.5,163
ChIJ1QgKhKc3aDQRPTmoH1Vyjy8,【初幕2.0】｜寧靜用餐｜無開放4歲以下幼兒｜健康風味義大利麵｜自家烘焙咖啡｜手工甜點｜,4.5,167
ChIJY3Lhxlc3aDQRloFlSMuZHoY,嘎吱窩早餐Guts House Breakfast/最新資訊請洽社群,4.5,266
ChIJtfT3kY03aDQR--BzS2ejHgs,A Poke Cafe,4.5,283
ChIJN9hT0A43aDQRSa-tZJUgATY,光鮮綠蔬沙拉店 - 生菜・便當・輕食・ 咖啡・果汁・義大利麵,4.5,298
ChIJhZhj9843aDQR8s3jnXfz4W0,歡喜心集蔬食餐坊,4.5,302
ChIJG3G1FlY2aDQRJTbGN61nk8U,Back-Haus,4.5,332
ChIJ76cw-ww3aDQRtSHLHRDd5YU,樂樂長甘蔗屋 Rejoice Evermore Cafe,4.5,338
ChIJi-mJaOM2aDQRLlMKaY6pNdA,蒸鍋原味蒸籠蒸涮涮鍋,4.5,340
ChIJHYUyEL41aDQRAGCwLgHp-pw,鐵釜日式料理,4.5,423
ChIJ9bSdKj00aDQRtYDF789SfdQ,Nuan Nuan Zao Restaurant,4.5,444
ChIJJVqxmDk2aDQRI8l0hHhnwhY,DOCK - Pizza & Bar 道可小酒館,4.5,511
ChIJ1zWd9qg3aDQRt3VVD8CG-LI,藏鮮閣,4.5,531
ChIJPXk_XSQ3aDQR2Y9vupLaChE,松島食堂,4.5,533
ChIJBTN7les2aDQRZ6Zrom6a97E,NS cucina（BISTRO by Nelson）,4.5,644
ChIJc75UTcM3aDQRVu5M6PhTojg,硬派主廚的軟嫩料理 關東店,4.5,836
ChIJneDchfg2aDQRp1UZe_HwiEU,必勝客 竹北六家店,4.5,967
ChIJUxwoMI03aDQRw8kZkQXjv-8,嗑肉石鍋竹北莊敬店,4.5,1003
ChIJO9Jf9OQ2aDQRTTQTYTDEieM,Island Kitchen,4.5,1177
ChIJgRJgdUg3aDQRZxSNp6f4oEY,竹間精緻鍋物 竹北文興店,4.5,1318
ChIJOa-nI0o3aDQRjeQTAsgz4T4,自然go（關新店）新竹美食／竹北美食／輕食餐盒／下午茶／雞蛋糕／雞蛋仔／甜點,4.6,5
ChIJT2uNIW83aDQRX8BRnovil9w,鳳姐水餃,4.6,10
ChIJP57mYVs3aDQRDva0h45_LDc,微笑手工早餐,4.6,10
ChIJPYSoIpc3aDQRwh_SFklPICU,七十五號早午餐,4.6,13
ChIJUwdFlPs2aDQRNEh553yme04,No.1Pizza手工窯烤披薩,4.6,17
ChIJc_7P2c03aDQRbaEP9oGA6MI,攤攤麵,4.6,18
ChIJ_UCp9hk3aDQRr3ULs4lJyNg,明仁二代目章魚燒-竹北店,4.6,51
ChIJ9boafTs2aDQRVyYASvHq4KQ,宅御作手工蛋糕,4.6,62
ChIJJcVJPQA3aDQR6hHl_lv4BgY,Fresh Corner (Jingzhan Store) 紛鳥輕食麵包坊 京站店,4.6,76
ChIJJ6MsO3E3aDQRjH4RJ1dachs,花椒囪囪,4.6,90
ChIJe-8t72Q3aDQRORr-jv4mV1M,（預約制））來點不一樣｜私廚料理｜一人廚房,4.6,102
ChIJ59K32ik3aDQRh8kLzup7wic,芳·覓靜 手作麵包 咖啡 早午餐,4.6,103
ChIJq-yCeOw3aDQR-N5H5YaCqFw,孚日 VOSGES,4.6,110
ChIJ_yEnUVc3aDQRNBkaG3FgDYA,Juice Bear-工研院店,4.6,128
ChIJwYZz6jk2aDQRzbGiT9_69oY,NYX Trattoria | Bar | Bistro,4.6,150
ChIJvfZAwFY3aDQRp6gI07QnHNI,蕭邦 羊肉泡饃-新竹竹北羊肉泡饃|必吃羊肉|特色美食|熱門美食|在地推薦餐廳|陝西料理,4.6,190
ChIJV6Rk5T03aDQRQysml4HxaoE,和樂洋食巧烹,4.6,222
ChIJb05Ta3A3aDQRWiR-G1jJE6o,This time this food,4.6,243
ChIJ81KTlb83aDQRm_JDZX1ZNNY,PICCO KITCHEN 皮可廚房,4.6,258
ChIJ5U6rH2g3aDQRUIfbAhUqXm0,小藜ㄇㄞˋ本丸,4.6,259
ChIJgyKMrNg3aDQRv0KjnRctiYc,Pizza Shalom 柴燒窯烤披薩,4.6,290
ChIJFfHmpMY1aDQRtHrHMGoAfHI,綜也蔬食 Vegan Ramen Shop,4.6,296
ChIJKWfIwm83aDQRIwQd_AgqhZk,Restaurant Re-,4.6,302
ChIJpaTG_PQ3aDQRuEtt72dFrfU,Ran Ran (Hakka life),4.6,364
ChIJjyyJXyY3aDQRVOfhYEyiBj4,Ichiro nigiri (sushi),4.6,425
ChIJSeujGDs2aDQRFhuJUB60Cqs,PIZZA HUT必勝客 新竹光復店,4.6,1058
ChIJkd3RmPs2aDQRrGYDjSC0s10,Muxito 沐熙朵洋食坊義大利麵餐廳,4.6,1189
ChIJQUS_afo2aDQRBs1v9gP1mX0,煮流 Shabu Shabu,4.6,1194
ChIJg-716hw3aDQRWhuQ6_F4KN4,廢材串燒酒場Skewers&Beer關新店,4.6,1229
ChIJE6AQpl83aDQR0em2tSAXiAs,丰丰燒 ふふ焼き,4.6,1407
ChIJ98fGTlY2aDQR52JgIGOBzBE,鍋牛鍋物六家店,4.6,1733
ChIJFfBxCf82aDQR_u0bIPfOY6E,Yen Chiang hotpot,4.6,4508
ChIJjeLkmus2aDQRuGsqi0a83J4,Top One Pot,4.6,5214
ChIJ45bt9y03aDQRyF0Pp3ZbrgE,永昌宮早餐車,4.7,3
ChIJKwrZef43aDQRY8Clkn6qxZM,晨香早餐,4.7,6
ChIJoS29OhU3aDQRkqs8zag5nfo,You Jian Breakfast Restaurant,4.7,9
ChIJ__I-KJA3aDQRjzoZ7kNkOHQ,阿力香雞排,4.7,22
ChIJp8aK6Do3aDQRrOCjZJRr7qQ,圓寶水餃,4.7,24
ChIJWdhZT6c3aDQRApU5YOFM4lI,晟鴻電器行,4.7,41
ChIJf8vex9A3aDQRPnsyGe3Mk94,鮨安,4.7,42
ChIJ7cBrWvw3aDQRprVoPA5yuLk,金晶食堂,4.7,74
ChIJ-4iHNUQ3aDQR9xNpCvsTpIM,豪軒,4.7,81
ChIJTVAalpg3aDQRlpzttgmy9Io,莫林炸雞竹北勝利店,4.7,106
ChIJa3pZr9E3aDQRsBRmTKkM17Y,Floating feast,4.7,147
ChIJOVoP9ew3aDQRmrpRx-b1tVk,Ju Ni Ro Izakaya,4.7,206
ChIJUXAO8x03aDQRtK3h_vrm36Y,Dessert shop,4.7,255
ChIJk66OQ-k2aDQR8ztcxKA3NRk,O-NiKU Zhubei Guangming Branch,4.7,5433
ChIJKXogK6E3aDQRyPFFjxA8Oo8,阿力小吃,4.8,10
ChIJTRg9ob43aDQRyAD66T_-k7s,阿蘭姐煮烤院,4.8,18
ChIJW9Mw-Sg3aDQRZEX2ng9db18,Bee's Knees彼斯尼,4.8,36
ChIJy_SjH-83aDQRsik2UyFyCJk,翻滾的豬 Rolling Pig,4.8,57
ChIJB4ecH9Q3aDQRHkjszQl3X9I,咕嘟 輕食·麵·飯,4.8,84
ChIJb1KChyUVR0QRcZe8h8qdJOw,這義方麵pasta,4.8,113
ChIJ6SXjX_c2aDQRWY3I9Tk3NgY,蔬食鍋,4.8,194
ChIJb2DGOAA3aDQRrUAF9mzOvbY,W12 Cafe Tea Room 西十二區,4.8,196
ChIJ_9DYqg83aDQRbyN39I95zM8,鴨公館 YA GONG GUAN,4.8,291
ChIJ_R18Wko3aDQRsHIntDsQpfs,金鶴呷 熱炒,4.8,294
ChIJGUqPAmE3aDQR8xr4NqYFQcE,佐林鐵板燒-竹北精緻鐵板燒|必吃鐵板燒|熱門餐廳|人氣鐵板燒|鐵板燒首選|熱門鐵板燒,4.8,514
ChIJN2b3TlY2aDQRRVPyraO37YA,呷奔來坐 懷舊食客*[合菜/小吃/家庭/聚會]歡迎提前訂位!,4.8,964
ChIJc6sXtVc2aDQR62vPKhvLq5Y,CAT Corner,4.8,1626
ChIJA8lGnag3aDQR3vYH5HG4i6E,泰銷魂 竹北嘉政店,4.8,1797
ChIJceqzgic3aDQRkiPEtMg95Q8,食來運轉小吃店,4.9,7
ChIJi-E5rzM2aDQRboUL0Z01DD0,摩法漢堡,4.9,8
ChIJa3BW8nc3aDQRFDbZpKZ9HQw,新竹安捷國際酒店 潛艇餐廳 Submarine Café,4.9,8
ChIJjVQRxuI2aDQRgHWYz_PsPtY,中式早餐,4.9,12
ChIJa8Pc9vI3aDQRRHsu3b3DqdI,隘興餐飲坊,4.9,12
ChIJx-zIrpQ3aDQRwAktOeaza_o,堡家堂美式漢堡 快取店 （原豐盛堂）,4.9,17
ChIJpR547dw3aDQRPbPk3bPpl-Y,竹北曼陀羅滴水坊,4.9,19
ChIJFcp521s3aDQRWosfpiJVWkQ,享客棧,4.9,19
ChIJmzWK7H83aDQRgAP_CsIYn8I,串八町燒烤,4.9,20
ChIJTVsgvNk3aDQRZerKhjopEyY,艸居生活 手作嫩仙草,4.9,22
ChIJL0YCg2c3aDQRas66PqnsyGo,Uoo Uoo cafe,4.9,31
ChIJNWVmnK83aDQRu4FQs7_pFHY,八龍臭豆腐,4.9,39
ChIJP_Wnxlk3aDQR6N9ZKDVFLWg,竹寶寶玩具共享基地關東店,4.9,92
ChIJt3nw8gg3aDQRk9QwwwDuGIw,好物小廚 x 特草根舖,4.9,121
ChIJmZD4b-o3aDQR13i-AW-SORI,清吉飲食店,5,1
ChIJO2l7Xww3aDQRmwFgTrkoq1s,常吉雅綠野小築,5,1
ChIJnRMn3mU3aDQRa_pe4GNFDVY,小貨車無名早餐,5,1
ChIJrbPaOdA1aDQRPT9K26M7MDM,（預約制）Le Phare JYO 商務共享空間,5,1
ChIJGaSjeL43aDQRFRuoTBmWCzA,迎冰豆花剉冰,5,1
ChIJSde9OJo3aDQRYcs84Uv6NsY,纖活早午食,5,1
ChIJa2OhKqE3aDQRU_jZA3kaPKc,Xiaqiuhuoli Station,5,1
ChIJiYeupRs3aDQRDbMHPKXNrT8,初色 生活美學工作室 /韓式藝術花菓子教學/拼布教學/莊園手沖咖啡/花葉移印,5,1
ChIJe7PNjlw3aDQRZ1pZWzagNiM,正記廣東粥,5,1
ChIJlfusHDs2aDQRdWzu9qupNNg,吳家莊老五,5,1
ChIJ28D5iOc3aDQRjoHG8cyT8OE,伯公前鳥蛋,5,2
ChIJvf7er-Y3aDQRLpIRege9ksU,竹埔小館,5,3
ChIJQXsUPgA3aDQRgY8E6qqY60M,泉燒肉IzumiYakiniku,5,3
ChIJb4R9QbA3aDQRz-ANAoe6EHQ,甘妹甘蔗攤,5,4
ChIJCdCq5xo3aDQR2-CpenACN2M,樂蜂小舖,5,4
ChIJ-UtsQsA3aDQRkvGKuwREUqY,無名麵線,5,7
ChIJJStC1HY3aDQRSfnfeX9iUV0,街尾冰飲,5,9
ChIJVTd8RQA3aDQRbjc31x3YnVs,Pho. Xǔ河煦私廚越南河粉,5,11
ChIJB9SLlwA3aDQRUFgkUSRbIYg,尚羽水產-竹北必吃生魚片|新鮮生魚片|生魚片丼飯|人氣丼飯|熱門日料|零售批發海鮮/和牛,5,23
ChIJz_ZH3u03aDQRB6248dMXtBs,李愛吉脆皮雞蛋糕(15:00～售完為止),5,29
ChIJIVfx7oY3aDQRo7ZSQz_pQH0,Song Yuan Izakaya Restaurant,5,31
ChIJDz9HCG83aDQRqlrMhzkqL8A,季の串燒,5,35
ChIJW5nydNk3aDQRB_IslgSsHyU,AK168 Dining Bar,5,50
ChIJL5R_bf43aDQRPfFxMU9ap5U,竹北宵夜推薦 好得勁肉蛋吐司,5,62
ChIJpwYTmxM3aDQRzGlqXNQKmlY,Shen 聖,5,106
